bug ID,product,summary,description,component,priority,unknown_1,unknown_2,resolution,severity
452046,SeaMonkey,compose repli broken seamonkey mailnew ,reproduc fetch trunk build compos mail result error appear js consol error uncaught except except convert javascript argument pass expect object null arg nsimsgcomposeservice opencomposewindow nsresult x ns error xpc bad convert js zero isnot nul locat js frame chrome messenger content mailcommands j composemessag line data thing found take quick code call unter http hg mozilla org comm central index cgi annotate db c mailnews base resources content mailoverlay xul l paramet bug fallout bug ,MailNews: Composition,--,iann_bugzilla,bugzilla tobias bugzilla iann_bugzilla ,FIXED,major
452299,Cloud Services,weav creat user call nobodi ,user ag mozilla x linux i en u rv gecko firefox build identifi weav weav wizard user creat user call nobodi problem weav check usernam call true wizard reshow reproduc step reproduc run wizard creat user type user you ll told usernam expect result usernam ,General,P3,nobody,jesper jesper thunder thunder ,FIXED,minor
453073,Cloud Services,cpu usag ui freez weav login ff render tab ,user ag mozilla window window nt en u rv gecko firefox build identifi mozilla window window nt en u rv gecko firefox weav login show sign option weav s menu unfortunali s cancel option weav sync session crash restor session result ff complet unrespons start session make ff respons usabl point restor previou session make ff unrespons ff render tab weav sync login result ff unrespons log service main info weav sync servic initi chrome window info log chrome window info user string mozilla window window nt en u rv gecko firefox chrome window info weav version service main debug log user usernam service main debug verifi login user usernam service main config server url http services mozilla com user username service dav debug checklogin call user usernam service dav debug request root folder chrome window info initi firefox weav embed async gener error except acquir lock reproduc step reproduc weav make ff unrespons ff crash kill minut hour restor session repeat process actual result ui unrespons render block ff crash kill expect result weav make ff s ui slower and or block render weav build platform target i pc mingw build tool compil version compil flag cl gl wd wd tc nologo w gi fd pdbfile cl gr gl wd wd tp nologo zc wchar t w gi fd pdbfile configur argument enable application brows enable update channel releas enable optim disable debug disable test enable update packag enable official brand enable jemalloc with crashreporter enable percent ,General,--,nobody,rez0 jesper domq thunder ,FIXED,critical
453138,Calendar,display last day month recurr rule clear text miss bit piec bug ,creat attach patch bug bug comment patch attach bug check add miss bit piec display last day month recurr rule clear text ,General,--,mschroeder,mschroeder ssitter mschroeder ssitter berend.cornelius09 mschroeder philipp ,FIXED,minor
453794,Calendar,update cr event googl calendar ,user ag mozilla window window nt fr rv gecko firefox build identifi tb lightning gc prov erreur convert javascript argument ns error xpc bad convert j fichier sourc file d document and settings mitschi appl data thunderbird profiles olivier xs extensions be fda a b b ad a df d components calitemmodule j file d document and settings mitschi appl data thunderbird profiles olivier xs extensions be fda a b b ad a df d js calcachedcalendar j lign reproduc step reproduc tri creat updat event googl calendar actual result expect result event creat updat ,Provider: GData,--,philipp,klint klint klint klint imexil imexil klint philipp philipp philipp bv1578 dbo.moz dbo.moz philipp klint philipp philipp gareed105 ,FIXED,major
453931,Cloud Services,histori wo sync due ns error file is lock ,user ag mozilla window window nt ru rv gecko firefox build identifi histori wo sync chang appli error appear service histstor trace process command action creat guid http mail google com support bin answer pi hl en ctx mail answer depth parent data uri http mail google com support bin answer pi hl en ctx mail answer parentguid time titl keyboard shortcut center transit service histstor debug creat histori entri http mail google com support bin answer pi hl en ctx mail answer service histstor error except caught compon return failur code x e ns error file is lock nsinavhistoryservice addvisit service histstor trace process command action creat guid http mail google com mail set depth parent data uri http mail google com mail set parentguid time titl gmail set basilev gmail com transit service histstor debug creat histori entri http mail google com mail set service histstor error except caught compon return failur code x e ns error file is lock nsinavhistoryservice addvisit reproduc step reproduc do brows remot sync comput tri sync keep histori pane open actual result histori error mention appear weav log expect result brows histori extend includ url visit remot comput happen linux ,General,--,nobody,basilevs basilevs thunder ,FIXED,major
454691,Calendar,except occur multipl transact occur ,user ag mozilla x linux x fr fr rv gecko iceweasel debian build identifi popul cach caldav calendar popul process work properli restart thunderbird fatal except start error flushitem db error databas lock exc except compon return failur code x ns error failur mozistoragestatementwrapper execut nsresult x ns error failur locat js frame file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d components calstoragecalendarmodule j file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d js calstoragecalendar j stor writeproperti line data erreur except compon return failur code x ns error failur mozistoragestatementwrapper step nsresult x ns error failur locat js frame file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d components calstoragecalendarmodule j file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d js calstoragecalendar j anonym line data fichier sourc file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d components calstoragecalendarmodule j file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d js calstoragecalendar j lign erreur except compon return failur code x ns error failur mozistoragestatementwrapper step nsresult x ns error failur locat js frame file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d components calstoragecalendarmodule j file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d js calstoragecalendar j anonym line data fichier sourc file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d components calstoragecalendarmodule j file home wsourdeau thunderbird b vge o default extensions be fda a b b ad a df d js calstoragecalendar j lign mention http bugzilla mozilla org show bug cgi id except happen side effect reproduc step reproduc ,Provider: Local Storage,--,WSourdeau,WSourdeau dbo.moz dbo.moz ssitter WSourdeau WSourdeau dbo.moz WSourdeau WSourdeau WSourdeau WSourdeau philipp dbo.moz ,FIXED,major
454998,Calendar,caldav free busi lookup work ,user ag mozilla macintosh intel mac os en u rv gecko firefox build identifi bug made caldav sch user settabl option disabl default problem mean free busi lookup disabl default result loss critic function leav default set longer free busi lookup work previou releas otoh free busi lookup enabl caldav schedul option lose abil send invit e mail invit longer gener caldav sch invit function server bedework regress critic featur free busi lookup longer reproduc step reproduc ,E-mail based Scheduling (iTIP/iMIP),--,dbo.moz,bleathem dbo.moz browning bleathem dbo.moz browning dbo.moz bleathem dbo.moz bleathem ,FIXED,major
455132,Calendar,past event switch calendar delet origin event ,mozilla window window nt en u rv pre gecko sunbird step reproduc start sunbird clean profil creat dummi event default storag calendar home open local ic file event calendar properti dialog switch cach ic calendar restart properti dialog switch ic calendar restart select ic calendar entri calendar list select dummi event home calendar copi past switch ic calendar call menu file reload remot calendar properti dialog switch ic calendar actual result origin event display expect origin event display expect past event shown switch calendar past event display anymor past event shown origin event disappear expect result event display origin event display ,Provider: ICS/WebDAV,--,philipp,ssitter ssitter dbo.moz dbo.moz dbo.moz dbo.moz dbo.moz dbo.moz philipp dbo.moz dbo.moz ,FIXED,major
455209,Cloud Services,weav add on fail login ,weav mozilla window window nt en u rv gecko firefox success login http services mozilla com user ehsan bring login dialog click sign result error minut invalid usernam and or password ve made usernam password enter dialog valid inspect javascript element text box dom inspector relev entri verbos log chrome login trace sync login window close chrome login trace sync login window open chrome window info log chrome window info user string mozilla window window nt en u rv gecko firefox chrome window info weav version chrome window info log chrome window info user string mozilla window window nt en u rv gecko firefox chrome window info weav version service main debug log user ehsan service main debug verifi login user ehsan service main config server url http services mozilla com user ehsan service dav debug checklogin call user ehsan service dav debug request root folder service dav debug checklogin respons statu service main info make server initi service dav debug checklogin call user ehsan service dav debug request root folder service dav debug checklogin respons statu service dav debug request meta vers service dav debug request meta service dav debug request meta cli service jsonfilt debug encod data json service dav debug put request meta cli service dav debug put request meta cli async gener warn async method res request yield outstand callback service dav debug put request meta cli async gener warn async method res request yield outstand callback service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli service dav debug put request meta cli async gener error except put resourc meta cli js frame file c users ehsan appdata roaming mozilla firefox profiles h rce lp nightly extensions b c bbc ce b c ef d modules remote j res request line async gener debug async stack trace unknown async weavenotifywrapper self cb gener modul wrap js weavenotifywrapp modul wrap js weavelocallockwrapp modul async js asyncgen run modul async js async run modul async js async sugar modul service js weavesvc loginandinit chrome weave content login js login dook chrome global content bindings dialog xml anonym chrome global content bindings dialog xml firebuttonev chrome global content bindings dialog xml dobuttoncommand chrome global content bindings dialog xml handlebuttoncommand chrome login trace sync login window close time log ,General,--,nobody,ehsan rgsteele ehsan thunder ,FIXED,major
455281,Calendar,color drag and drop shadow day week multiweek month view ,mozilla window window nt en u rv pre gecko sunbird view redesign drag and drop shadow color day week light gray multiweek month view color purpl opinion color match view ,Calendar Views,--,bv1578,ssitter bv1578 bv1578 bv1578 clarkbw mschroeder mschroeder ,FIXED,trivial
455542,Calendar,make configur today pane durat prefer dialog ,user ag mozilla x linux i en u rv gecko firefox build identifi version clear futur display event test suggest week clarifi nice decid reproduc step reproduc ,Lightning Only,--,bv1578,simon+mozilla bv1578 philipp berend.cornelius09 berend.cornelius09 dbo.moz bugzilla dbo.moz bv1578 bugzilla bv1578 bv1578 philipp ssitter berend.cornelius09 chris.j.bugzilla ssitter bv1578 bv1578 bv1578 mozilla mozilla berend.cornelius09 blink0 berend.cornelius09 ssitter mschroeder bv1578 philipp bv1578 philipp bv1578 philipp richard.marti bv1578 richard.marti bv1578 bv1578 philipp philipp tonnes.mb philipp bv1578 philipp ,FIXED,minor
455711,Cloud Services,ui correct ,user ag mozilla macintosh intel mac os en u rv gecko firefox build identifi mozilla macintosh intel mac os en u rv gecko firefox suggest user interfac correct reproduc macintosh default theme firelight window icon misalign usernam statu bar misalign creat profil scroll bar advanc debug tool cancel button close reset undo advanc debug tool option clear log close firefox log long the activ log reload button open tab browser directli reload clear log save set gray bar config ,General,--,nobody,for.bugzilla for.bugzilla for.bugzilla for.bugzilla jesper thunder for.bugzilla thunder thunder ,FIXED,trivial
455939,Calendar,offlin cach synchron background hang minut ,user ag mozilla window window nt fr rv gecko firefox creativ zencast v build identifi lightn gcal provid gcal bas calendar lightn cach thunderbird hang minut cpu make pretti hard offic set calendar invitations autorefresh en fals set option remot calendar refresh regularli event lightning gc happen minut default suppos rememb set minut config reproduc step reproduc ,General,--,lmarcotte,klint philipp dbo.moz klint klint bvdbos klint dbo.moz philipp lmarcotte dbo.moz lmarcotte lmarcotte dbo.moz lmarcotte lmarcotte philipp philipp dbo.moz mschroeder dbo.moz WSourdeau snofriacus snofriacus snofriacus ,FIXED,major
456037,Calendar,provid sunbird nightli build comm centr ,nice sunbird nightli build comm centr bug bug fix ,Build Config,--,gozer,ssitter ssitter standard8 ssitter gozer gozer ssitter ause gozer gozer gozer Peter ssitter Peter philipp gozer Peter ssitter ,FIXED,blocker
456715,Calendar,remov comm build ifdef calendar code ,calendar code locat comm centr repositori save ensur comm centr build system comm build ifdef requir long calendar built cv remov http mxr mozilla org comm central search string comm build find calendar ,General,--,ssitter,ssitter ssitter standard8 kairo ssitter ause standard8 ause standard8 ssitter standard8 ause ,FIXED,minor
457360,Cloud Services,weav fail sign in due uncaught except x ns error failur nsijson decod ,user ag mozilla macintosh intel mac os en gb rv gecko firefox build identifi version releas weav work day assum rightli server error eventu check problem fix start tinker found attempt open prefer froze browser addit found activ log notic end async gener error except compon return failur code x ns error failur nsijson decod js frame file c document and settings samir appl data mozilla firefox profiles s h fwpo default extensions b c bbc ce b c ef d modules remote j jsonfilter afterget line friday night home open found line self don this json decod data error messag except thrown nsijson decod meant pass bad data put line this log info data s result doctyp html public w c dtd html final en html head titl index user o oobl titl head bodi h index user o oobl h tabl tr th img src icons blank gif alt ico th th href c n o d a th th href c m o a modifi a th th href c o a size a th th href c d o a descript a th tr tr th colspan hr th tr tr td valign top img src icons back gif alt dir td td href user o parent directori a td td nbsp td td align td tr tr td valign top img src icons folder gif alt dir td td href meta meta a td td align aug td td align td tr tr td valign top img src icons folder gif alt dir td td href private private a td td align aug td td align td tr tr td valign top img src icons folder gif alt dir td td href public public a td td align aug td td align td tr tr td valign top img src icons folder gif alt dir td td href user data user data a td td align aug td td align td tr tr th colspan hr th tr tabl address apache red hat server sm proxyfs port address bodi html s json discov earlier make account disabl head http services mozilla com user ooble random url seg bring index page http services mozilla com user ooble http services mozilla com user ooble public http services mozilla com user ooble private m guess thing relat server error account part url usernam ca server oper fix stop username password fail error messag threw re catch error case unknown error s fault read samir reproduc step reproduc open firefox test mac os window sign weav wait fail open activ log check error actual result error report async gener error except compon return failur code x ns error failur nsijson decod js frame file c document and settings samir appl data mozilla firefox profiles s h fwpo default extensions b c bbc ce b c ef d modules remote j jsonfilter afterget line expect result sign success ,General,--,nobody,TheOoble thunder thunder TheOoble ,FIXED,major
457461,Calendar,keyboard shortcut action main window event task dialog ,user ag mozilla window window nt cs rv gecko firefox build identifi lightn hotkey action confus user messag ctrl n main thunderbird window ctrl m event task dialog event ctrl i main thunderbird window ctrl e event task dialog reproduc step reproduc ,Lightning Only,--,philipp,pavel.zahradnik mschroeder philipp Mozilla philipp philipp ,FIXED,minor
457467,Calendar,sunbird lightn sourc miss folder mozilla security nss fip ,user ag mozilla x linux i en u rv gecko ubuntu hardi firefox build identifi sunbird lightn releas sourc tarbal ftp ftp mozilla org pub mozilla org calendar sunbird releases source lightning sunbird source tar bz miss folder prevent lightn compil mozilla security nss fips suppos hold sourc nss judg mozilla client mk line download ftp ftp mozilla org pub mozilla org security nss releases nss rtm src nss tar gz extract mozilla security nss mozilla security nss fip sunbird lightn sourc tree allow lightn build complet success sourc tarbal correct includ need file fyi build lightn sourc work ubuntu xpi download reason built libstdc libstdc happen lightn reproduc step reproduc attempt compil step actual result compil fail make phase expect link file mozilla security nss fip referenc mozilla security manager makefil expect result compil success ,Build Config,--,ause,david.ward bugzilla ause mschroeder ause ,FIXED,minor
459018,Calendar,self stopedit function creat event drag drop ,error error consol creat event week view drag n drop creation event work expect error self stopedit function sourc file chrome calendar content calendar view core xml line leav unconfirm build lightn window comm centr ,Calendar Views,P1,mschroeder,mschroeder ssitter dmose dbo.moz mschroeder mschroeder philipp philipp philipp ,FIXED,major
459560,SeaMonkey,compos file anchor word error ,user ag mozilla x linux i en u rv b pre gecko seamonkey a pr reconfigur user j v build identifi http mxr mozilla org comm central source suite locales en us chrome common help composer help xhtml line file note state font shown drop down line quot valid file q web site s check anchor target line formatting paragraphs headings and list using the advanced property editor tabl edit line read edit set gener compos prefer line actual head note line refer link properti refer imag properti reproduc ,Help,--,stefanh,seamonkey stefanh stefanh stefanh stefanh ,FIXED,minor
459566,SeaMonkey,misnam certif manag server tab ,user ag mozilla x linux i en u rv b pre gecko seamonkey a pr reconfigur user j v build identifi http mxr mozilla org comm central source suite locales en us chrome common help certs help xhtml file server tab wrongli name websit tab anchor line line line refer fact server tab reproduc ,Help,--,jh,seamonkey stefanh seamonkey jh jh stefanh stefanh jh iann_bugzilla stefanh jh stefanh jh stefanh jh stefanh stefanh jh stefanh stefanh jh jh jh stefanh ,FIXED,minor
459589,SeaMonkey,dead link ca list netscape com ,user ag mozilla x linux i en u rv b pre gecko seamonkey a pr reconfigur user j v build identifi http mxr mozilla org comm central source suite locales en us chrome common help using certs help xhtml link http certs netscape com return error resourc longer reproduc ,Help,--,stefanh,seamonkey stefanh iann_bugzilla stefanh stefanh stefanh stefanh iann_bugzilla stefanh ,FIXED,minor
459610,SeaMonkey,describ select automat default set certif prefer ,user ag mozilla x linux i en u rv b pre gecko seamonkey a pr reconfigur user j v build identifi bug default flip file http mxr mozilla org comm central source suite locales en us chrome common help certs prefs help xhtml wrongli state select automat default set reproduc ,Help,--,stefanh,seamonkey stefanh stefanh stefanh ,FIXED,trivial
459769,SeaMonkey,typo formcontrolfilt htmltextareael htmltextareael ,http forums mozillazine org viewtopic php p p quote asmpgmr minor bug select tab page info http www google com advanced search occur time select tab gener tab error consol error uncaught except except javascript error htmltextareael defin file chrome navigator content pageinfo pageinfo j line call method nsidomnodefilt acceptnod nsresult x ns error xpc javascript error with detail locat js frame chrome navigator content pageinfo pageinfo j findfirstcontrol line data sourc file chrome navigator content pageinfo pageinfo j line run seamonkey a pr oct win xp pro sp extens default theme quot quote asmpgmr page info bug mention due typo file content navigator pageinfo pageinfo j comm jar line htmltextareael htmltextareael note case affect function code select function formcontrolfilt node node instanceof htmlinputel node instanceof htmlselectel node instanceof htmlbuttonel node instanceof htmltextareael node instanceof htmlobjectel return nodefilter filter accept return nodefilter filter skip quot ,Page Info,--,philip.chee,philip.chee philip.chee bugzillamozillaorg_serge_20140323 ,FIXED,minor
459860,Cloud Services,sync password produc warn log moz ,user ag mozilla x linux x de rv gecko suse firefox build identifi current sourc build password synchron produc warn log service main warn engin except referenceerror log moz defin warn guess s tragic password j found log moz defin import cc cu miss s normal bug critic reproduc step reproduc ,General,P2,nobody,markus.hoofe markus.hoofe thunder anant ,FIXED,minor
459996,Other Applications,debug js modul ,put break point javascript modul venkman stop debug build show assert vnk execut hook function cal itip checkandsend file volumes data moz cc sbird cc debug darwin mozilla dist xpi stage lightning modules calitiputils jsm line assert fail cx execut hook top anonym jsdexecutionhook cal itip checkandsend ct onoperationcomplet ,Venkman JS Debugger,--,rginda,dbo.moz ajvincent ajvincent ,FIXED,major
460252,Calendar,today pane integr thunderbird tab model mail tab ,move calendar mode task mode content s tab bug today pane longer visibl mail mode opinion rid mode depend today pane display insid tab today pane part main window enabl tab open display ,Lightning Only,P1,philipp,ssitter chris.j.bugzilla ssitter ssitter ssitter dbo.moz ssitter davida berend.cornelius09 berend.cornelius09 ssitter mozilla clarkbw philipp clarkbw dave_minogue jamesrome mkmelin+mozilla philipp philip.chee philipp philringnalda philipp philipp philipp standard8 philipp clarkbw philipp philipp ssitter philipp jamesrome ssitter philipp ,FIXED,major
461337,Calendar,sunbird tinderboxen disk space stay green ,sunbird lightn tinderboxen aflam linux window http tinderbox mozilla org showbuilds cgi tree sunbird hours ,Build Config,--,gozer,antoine.mechelynck ssitter gozer gozer antoine.mechelynck antoine.mechelynck gozer antoine.mechelynck gozer antoine.mechelynck gozer antoine.mechelynck ssitter gozer gozer gozer mschroeder ,FIXED,critical
462085,SeaMonkey,remov obsolet form manag sampl item debug menu ,mozilla window window nt en u rv b pre gecko seamonkey a pr nightli w ksp menu item link http www mozilla org wallet samples wallet html http live http www archive mozilla org wallet samples wallet html form manag ,Passwords & Permissions,--,bugzillamozillaorg_serge_20140323,bugzillamozillaorg_serge_20140323 bugzillamozillaorg_serge_20140323 neil bugzillamozillaorg_serge_20140323 ,FIXED,trivial
462426,Calendar,throbber icon visibl custom toolbar dialog ,mozilla window window nt en u rv b pre gecko calendar pr buildid step reproduc call menu view toolbar custom toolbar move throbber toolbar back custom toolbar dialog actual result custom toolbar dialog throbber unstyl window button icon titl expect result throbber toolbar ,Sunbird Only,--,ssitter,ssitter ssitter philipp philipp philipp ,FIXED,minor
463030,Calendar,date recurr rule set start date event ,creat event recurr rule date start date event ,General,--,bv1578,mschroeder philipp bv1578 philipp bv1578 philipp philipp philipp ,FIXED,minor
463060,Calendar,clean up move clipboard j ,creat attach patch v clean up clipboard j includ remov mozilla compat move resources content clipboard j base content calendar clipboard j adjust jar mn file move file ,General,--,mschroeder,mschroeder bugzilla philipp mschroeder philipp mschroeder ssitter ,FIXED,trivial
463103,Other Applications,dom inspector v drop down array includ childnod ,user ag mozilla window window nt en u rv gecko firefox build identifi mozilla window window nt en u rv gecko firefox dom inspector show detail array model javascript object view creat array fill valu wo valu hit sign previou version dom inspector firefox x reproduc step reproduc www google com web page fire dom inspector side select object type javascript object open element htmldocument object click sign childnod object actual result turn minu expand work creat array expect result extra node etc length array valu click firstchild lastchild element expand prove childnod insid ,DOM Inspector,--,nobody,Bugzilla-Mozilla Bugzilla-Mozilla ,FIXED,major
463978,Calendar,details descript textbox miss create edit event task dialog ,user ag mozilla window window nt en u rv b pre gecko minefield b pr build identifi mozilla window window nt en u rv b pre gecko lightning pr id shredder b pr id m posit dupe find creat edit event lack detail textbox event dialog unclear start notic day ago reproduc step reproduc creat event edit event actual result dialog miss detail field expect result dialog detail field current configur webdav bas ic file matter doubt ,General,--,ssitter,jrossiter ssitter jrossiter bugzilla jrossiter mschroeder jrossiter jrossiter mschroeder max.t mozilla ssitter ssitter philipp ssitter philipp ,FIXED,major
464655,Other Applications,snippet scrollbar dragabl scrollabl ,user ag mozilla window window nt en u rv gecko firefox build identifi xulexplor a pr mozilla window window nt en u rv gecko scrollbar snippet contain ca scroll mousedown move s treat widget insid contain reproduc step reproduc mousedown scrollbar scroll actual result mozilla drag session start expect result contain scroll ,XUL Explorer,--,nobody,uwe.pries stoyan debjeet12 deletesoftware+moz ,FIXED,minor
465019,Calendar,copi cut past context menu calendar view work ,copi cut past context menu calendar view work key shortcut ctrl work flawlessli ,Lightning Only,--,philipp,mschroeder ssitter philipp ssitter philipp ssitter philipp philipp ,FIXED,major
465721,SeaMonkey,space scroll page focus ,logic scroll web page extra check scroll messag pane check page scroll focu page link scroll block element focu element block space keypress watch space key releas notic messag pane link rss feed put web page messag pane synchronis behaviour ,MailNews: Message Display,--,neil,neil neil mnyromyr neil ,FIXED,minor
465974,Cloud Services,crash start firefox weav instal ,refer backtrac x nssrwlock lockread util nssrwlk c x de ead secmod getreadlock pk list c x e pk getalltoken pk slot c x e f pk getbestslotmultipl pk slot c x e aa pk getbestslot pk slot c x e e pk generaterandom pk slot c x ad cd weavecrypto generaterandomiv x a a ns invokebyindex p xptcinvoke unixish x cpp x b eb c xpcwrappedn callmethod xpcwrappednative cpp x b a e xpc wn callmethod xpcwrappednativejsops cpp x a js invok jsinterp cpp x f js interpret jsinterp cpp x a da js invok jsinterp cpp x b ff nsxpcwrappedjsclass callmethod xpcwrappedjsclass cpp x b b f nsxpcwrappedj callmethod xpcwrappedjs cpp x a prepareanddispatch xptcstubs unixish x cpp x a bc nsxptcstubbas stub xptcstubsdef inc x dc nseventlistenermanag handleeventsubtyp nseventlistenermanager cpp x dc ddb nseventlistenermanag handleev nseventlistenermanager cpp x ded bc nseventtargetchainitem handleev nseventdispatcher cpp x dedaf nseventtargetchainitem handleeventtargetchain nseventdispatcher cpp x dee c nseventdispatch dispatch nseventdispatcher cpp x aea documentviewerimpl loadcomplet nsdocumentviewer cpp x a b nsdocshel endpageload nsdocshell cpp x af nswebshel endpageload nswebshell cpp x nsdocshel onstatechang nsdocshell cpp x bf nsdocload fireonstatechang nsdocloader cpp x bf aa nsdocload dostopdocumentload nsdocloader cpp x bf f nsdocload docloaderisempti nsdocloader cpp x c nsdocload childdonewithonload nsdocloader h x bf cd nsdocload docloaderisempti nsdocloader cpp x c ae nsdocload onstoprequest nsdocloader cpp x c cad nsloadgroup removerequest nsloadgroup cpp x d b nsdocument dounblockonload nsdocument cpp x d a c nsdocument unblockonload nsdocument cpp x d b nsdocument dispatchcontentloadedev nsdocument cpp x db nsrunnablemethod nsdocument run nsthreadutils h x d nsthread processnextev nsthread cpp x ad b ns processpendingevents p nsthreadutils cpp x dc d nsbaseappshel nativeeventcallback nsbaseappshell cpp x dc c bb nsappshel processgeckoev nsappshell mm x bf cfrunlooprunspecif x ba cfrunloopruninmod x df runcurrenteventloopinmod x df eb receivenexteventcommon x df dd blockuntilnexteventmatchinglistinmod x f dpsnextev x b nsapplic nexteventmatchingmask untild inmod dequeu x c nsapplic run x dc b nsappshel run nsappshell mm x f f nsappstartup run nsappstartup cpp x c xre main nsapprunner cpp x a main nsbrowserapp cpp narrow regress rang ,General,--,thunder,honzab.moz honzab.moz diegoliz diegoliz honzab.moz bzbarsky bzbarsky nelson bzbarsky honzab.moz dolske dolske sdwilsh dolske thunder thunder kaie chofmann thunder ,FIXED,critical
466095,Calendar,text descript appear task delet ,user ag mozilla window window nt en u rv b gecko firefox b build identifi thunderbird version check task creat creat task calendar view side add text task delet task right button mous delet task switch task view left delet task text lower panel reproduc step reproduc check task creat creat task calendar view side add text task delet task right button mous delet task switch task view left the delet task text lower panel actual result descript text task s appear descript locat task delet expect result text cosmet real problem delet task text stay descript box s bug minor bug ,Calendar Views,--,philipp,adelinoaraujo dbo.moz canis andreas.treumann philipp berend.cornelius09 philipp berend.cornelius09 philipp philipp ,FIXED,trivial
466121,Other Applications,debugg virtual unus break errors except debugg startup ,user ag mozilla window window nt en u rv gecko firefox build identifi venkman version file xpcsafejsobjectwrapper cpp creat imposs problem venkman venkman startup appear reload page appear error line hit continu button half dozen time debug session select file tell debug contain function work venkman set ignor error except breakpoint continuoulsi cycl report show search partial string xpcsafe report product line file caus problem continu error handler warn refer undefin properti argument s file xpcsafejsobjectwrapper cpp line charact stop error handler function anonym xpcsafejsobjectwrapper cpp line error load url xpcsafejsobjectwrapper cpp except compon return failur code x b a ns error malformed uri nsiioservice newchannel nsresult x b a ns error malformed uri locat js frame chrome venkman content venkman url loader j getchannelforurl line data error load url xpcsafejsobjectwrapper cpp except compon return failur code x b a ns error malformed uri nsiioservice newchannel nsresult x b a ns error malformed uri locat js frame chrome venkman content venkman url loader j getchannelforurl line data error load url xpcsafejsobjectwrapper cpp reproduc step reproduc a start venkman b option re load page venkman releas debug session actual result result detail persist break line cpp file expect result venkman set mode user specifi file html js function enabl debugg control occurr except error exclud browser file option prove unus request featur chang ,Venkman JS Debugger,--,rginda,mavigozler ,FIXED,major
466179,SeaMonkey,mailwindow css obsolet ,remov mail panewindowvertlayout xul bug ,MailNews: Message Display,--,neil,neil neil neil ,FIXED,trivial
466283,Calendar,remov gopher support calendar code ,refer gopher part codebas remov leftov found http mxr mozilla org comm central search string goph find calendar tree comm centr ,Preferences,--,bugzilla,bugzilla bugzilla cmtalbert bugzilla philipp ,FIXED,minor
466979,Calendar,click today button minimonth refresh calendar view ,creat attach patch v click today button minimonth refresh calendar view refresh day select minimonth select day directli click calendar view refresh issu report ludov creat patch request ui review christian ,Calendar Views,--,maxxmozilla,mschroeder ssitter lmarcotte chris.j.bugzilla philipp mschroeder mschroeder ssitter mschroeder mschroeder maxxmozilla berend.cornelius09 maxxmozilla maxxmozilla berend.cornelius09 berend.cornelius09 bonjo90 ssitter maxxmozilla philipp philipp ,FIXED,minor
466994,SeaMonkey,fayt implement prevent enter text text input box search activ ,reproduc search word websit exist menu entri edit menu start search text found foo appear statu bar enter text url bar html text input box tab result text second fayt timeout enter text work ,Find In Page,--,neil,bugzilla jiha.bugzilla antoine.mechelynck bugzilla bugzilla jag-mozilla neil jag-mozilla jag-mozilla bugzilla neil bugzilla neil bugzilla jag-mozilla neil neil neil bugzilla bugzilla bugzilla neil jag-mozilla bugzilla neil doctor__j bugzilla aaron.taoist.master ,FIXED,major
467172,Calendar,document space event freebusy next slot event freebusy previous slot ,space end event freebusy next slot start event freebusy next slot warning explan local order ,General,--,bv1578,hendrik hendrik bv1578 bv1578 Mozilla bv1578 ,FIXED,trivial
467524,SeaMonkey,seamonkey ftp file upload work ,user ag mozilla window window nt en u rv b pre gecko seamonkey a pr build identifi mozilla window window nt en u rv b pre gecko seamonkey a pr sm a upload file ftp server reproduc step reproduc open ftp locat log menu file upload file choos file file picker click open button actual result file picker close network activ expect result file upload server ,Download & File Handling,--,neil,s.a.moeller bugzillamozillaorg_serge_20140323 michal.novotny michal.novotny bugzillamozillaorg_serge_20140323 bugzillamozillaorg_serge_20140323 bugzillamozillaorg_serge_20140323 kairo bugzillamozillaorg_serge_20140323 mbeltzner neil neil neil kairo kairo neil neil kairo kairo neil kairo neil kairo iann_bugzilla neil neil neil iann_bugzilla neil neil neil ,FIXED,major
